,list_name,name,label,admin_2
1,settlements,Abang,Abang,Abiemnhom
2,settlements,Abiemnhom,Abiemnhom,Abiemnhom
3,settlements,Agok,Agok,Abiemnhom
4,settlements,Agven_Gok,Agven Gok,Abiemnhom
5,settlements,Aweragor,Aweragor,Abiemnhom
6,settlements,Bangbang,Bangbang,Abiemnhom
7,settlements,Bil,Bil,Abiemnhom
8,settlements,Buryom,Buryom,Abiemnhom
9,settlements,Dal,Dal,Abiemnhom
10,settlements,Dok,Dok,Abiemnhom
11,settlements,Hamir,Hamir,Abiemnhom
12,settlements,Kamadar,Kamadar,Abiemnhom
13,settlements,Kiirthok,Kiirthok,Abiemnhom
14,settlements,Kuol_malek,Kuol Malek,Abiemnhom
15,settlements,Madwong,Madwong,Abiemnhom
16,settlements,Makuey,Makuey,Abiemnhom
17,settlements,Pan_Kwil,Pan Kwil',Abiemnhom
18,settlements,Pangok,Pangok,Abiemnhom
19,settlements,Panyang,Panyang,Abiemnhom
20,settlements,Rakayan,Rakayan,Abiemnhom
21,settlements,Rob_Gebba,Rob Gebba,Abiemnhom
22,settlements,Rumayar,Rumayar,Abiemnhom
23,settlements,Teliach,Teliach,Abiemnhom
24,settlements,Wer_Ping,Wer Ping,Abiemnhom
25,settlements,Wurem,Wurem,Abiemnhom
26,settlements,Abathok,Abathok,AbyeiRegion
27,settlements,Abiadat_(balom),Abiadat (Balom),AbyeiRegion
28,settlements,Abu_Azala,Abu Azala,AbyeiRegion
29,settlements,Abu_Haiura,Abu Haiura,AbyeiRegion
30,settlements,Abu_Zur,Abu Zur,AbyeiRegion
31,settlements,Abyei,Abyei,AbyeiRegion
32,settlements,Abyeithony,Abyeithony,AbyeiRegion
33,settlements,Agach,Agach,AbyeiRegion
34,settlements,Agany_Acueng,Agany Acueng,AbyeiRegion
35,settlements,Aganytok,Aganytok,AbyeiRegion
36,settlements,Agok,Agok,AbyeiRegion
37,settlements,Akec_Nhial,Akec Nhial,AbyeiRegion
38,settlements,Akengial,Akengial,AbyeiRegion
39,settlements,Akhengial,Akhengial,AbyeiRegion
40,settlements,Akoung,Akoung,AbyeiRegion
41,settlements,Akur,Akur,AbyeiRegion
42,settlements,Akur_Riang,Akur Riang,AbyeiRegion
43,settlements,Akwong_Bridge,Akwong Bridge,AbyeiRegion
44,settlements,Alal,Alal,AbyeiRegion
45,settlements,Allal,Allal,AbyeiRegion
46,settlements,Almalamm,Almalamm,AbyeiRegion
47,settlements,Ameit,Ameit,AbyeiRegion
48,settlements,Ameth_Bake,Ameth Bake,AbyeiRegion
49,settlements,Andal_Bridge,Andal Bridge,AbyeiRegion
50,settlements,Anet,Anet,AbyeiRegion
51,settlements,Anyeil,Anyeil,AbyeiRegion
52,settlements,Arel_Bar,Arel Bar,AbyeiRegion
53,settlements,Arik,Arik,AbyeiRegion
54,settlements,Athony,Athony,AbyeiRegion
55,settlements,Athony/_Athoong,Athony/ Athoong,AbyeiRegion
56,settlements,Awal,Awal,AbyeiRegion
57,settlements,Awan_Chan,Awan Chan,AbyeiRegion
58,settlements,Awolnhom,Awolnhom,AbyeiRegion
59,settlements,Awoluum,Awoluum,AbyeiRegion
60,settlements,Ayac,Ayac,AbyeiRegion
61,settlements,Ayak_Thony(tuoy),Ayak Thony(Tuoy),AbyeiRegion
62,settlements,Ayom_Bonj,Ayom Bonj,AbyeiRegion
63,settlements,Baar,Baar,AbyeiRegion
64,settlements,Bakhitah_Umm_Humbukk,Bakhitah Umm Humbukk,AbyeiRegion
65,settlements,Bambon,Bambon,AbyeiRegion
66,settlements,Banton,Banton,AbyeiRegion
67,settlements,Banton_Bridge,Banton Bridge,AbyeiRegion
68,settlements,Bargnop,Bargnop,AbyeiRegion
69,settlements,Bedheni,Bedheni,AbyeiRegion
70,settlements,Bioknom,Bioknom,AbyeiRegion
71,settlements,Bongo,Bongo,AbyeiRegion
72,settlements,Bougek,Bougek,AbyeiRegion
73,settlements,Bour_Akol,Bour Akol,AbyeiRegion
74,settlements,Buk,Buk,AbyeiRegion
75,settlements,Dabib,Dabib,AbyeiRegion
76,settlements,Danga,Danga,AbyeiRegion
77,settlements,Dawas,Dawas,AbyeiRegion
78,settlements,Debab,Debab,AbyeiRegion
79,settlements,Denchuk,Denchuk,AbyeiRegion
80,settlements,Dimsoia,Dimsoia,AbyeiRegion
81,settlements,Dokura,Dokura,AbyeiRegion
82,settlements,Dul,Dul,AbyeiRegion
83,settlements,Duldol,Duldol,AbyeiRegion
84,settlements,Dumboloya,Dumboloya,AbyeiRegion
85,settlements,Dungop,Dungop,AbyeiRegion
86,settlements,Dungop/tiok,Dungop/Tiok,AbyeiRegion
87,settlements,Duop,Duop,AbyeiRegion
88,settlements,Ed_Dahlob,Ed Dahlob,AbyeiRegion
89,settlements,Ed_Derangis,Ed Derangis,AbyeiRegion
90,settlements,El_Aradeib,El Aradeib,AbyeiRegion
91,settlements,El_Feras,El Feras,AbyeiRegion
92,settlements,El_Gulmaya,El Gulmaya,AbyeiRegion
93,settlements,El_Kibeibi,El Kibeibi,AbyeiRegion
94,settlements,El_Melemm,El Melemm,AbyeiRegion
95,settlements,El_Udam,El Udam,AbyeiRegion
96,settlements,En_Nimr,En Nimr,AbyeiRegion
97,settlements,Er_Raqaba,Er Raqaba,AbyeiRegion
98,settlements,Es_Saart,Es Saart,AbyeiRegion
99,settlements,Es_Surik,Es Surik,AbyeiRegion
100,settlements,Esh_Shedidi,Esh Shedidi,AbyeiRegion
101,settlements,Et_Timsah,Et Timsah,AbyeiRegion
102,settlements,Fagai,Fagai,AbyeiRegion
103,settlements,Fama,Fama,AbyeiRegion
104,settlements,Feid_El_Ghannama,Feid El Ghannama,AbyeiRegion
105,settlements,Galar,Galar,AbyeiRegion
106,settlements,Galdau,Galdau,AbyeiRegion
107,settlements,Ghabush,Ghabush,AbyeiRegion
108,settlements,Gildou,Gildou,AbyeiRegion
109,settlements,Gok_Amin,Gok Amin,AbyeiRegion
110,settlements,Gok_Athoi,Gok Athoi,AbyeiRegion
111,settlements,Golae_/_Langar,Golae / Langar,AbyeiRegion
112,settlements,Gong_Limok,Gong Limok,AbyeiRegion
113,settlements,Gop_Acuil_Wien,Gop Acuil Wien,AbyeiRegion
114,settlements,Guk_Lanlual,Guk Lanlual,AbyeiRegion
115,settlements,Gumamo,Gumamo,AbyeiRegion
116,settlements,Gung_Mabil,Gung Mabil,AbyeiRegion
117,settlements,Gungawi_Bridge,Gungawi Bridge,AbyeiRegion
118,settlements,Hagleg,Hagleg,AbyeiRegion
119,settlements,Halluf,Halluf,AbyeiRegion
120,settlements,Heglig,Heglig,AbyeiRegion
121,settlements,Hooc,Hooc,AbyeiRegion
122,settlements,Jul_Jok,Jul Jok,AbyeiRegion
123,settlements,Kajjam,Kajjam,AbyeiRegion
124,settlements,Kapu_urnur,Kapu-Urnur,AbyeiRegion
125,settlements,Kardabsa,Kardabsa,AbyeiRegion
126,settlements,Karmanyuar,Karmanyuar,AbyeiRegion
127,settlements,Karr_Allei,Karr Allei,AbyeiRegion
128,settlements,Key_Nyal,Key Nyal,AbyeiRegion
129,settlements,Kiir_Wunchei_Abi,Kiir Wunchei Abi,AbyeiRegion
130,settlements,Kiir_Wunchuei_Abi,Kiir Wunchuei Abi,AbyeiRegion
131,settlements,Kinisa,Kinisa,AbyeiRegion
132,settlements,Kir_Ying,Kir Ying,AbyeiRegion
133,settlements,Koki,Koki,AbyeiRegion
134,settlements,Kol_Adet_Acueng,Kol Adet Acueng,AbyeiRegion
135,settlements,Kol_Ajak,Kol Ajak,AbyeiRegion
136,settlements,Kol_Jur,Kol Jur,AbyeiRegion
137,settlements,Koladet,Koladet,AbyeiRegion
138,settlements,Kolading,Kolading,AbyeiRegion
139,settlements,Kolobol,Kolobol,AbyeiRegion
140,settlements,Kolom,Kolom,AbyeiRegion
141,settlements,Koloom,Koloom,AbyeiRegion
142,settlements,Kolyieth,Kolyieth,AbyeiRegion
143,settlements,Kolyith_/_Luki,Kolyith / Luki,AbyeiRegion
144,settlements,Korioch,Korioch,AbyeiRegion
145,settlements,Kurr_(ker),Kurr (Ker),AbyeiRegion
146,settlements,Kuthakou,Kuthakou,AbyeiRegion
147,settlements,Langar,Langar,AbyeiRegion
148,settlements,Langar/gole,Langar/Gole,AbyeiRegion
149,settlements,Leu,Leu,AbyeiRegion
150,settlements,Lopona_Jiu,Lopona Jiu,AbyeiRegion
151,settlements,Low,Low,AbyeiRegion
152,settlements,Luffong,Luffong,AbyeiRegion
153,settlements,Luis_Town,Luis' Town,AbyeiRegion
154,settlements,Lukji,Lukji,AbyeiRegion
155,settlements,Mabeig,Mabeig,AbyeiRegion
156,settlements,Mabeik,Mabeik,AbyeiRegion
157,settlements,Mabek_maannyuar,Mabek-Maannyuar,AbyeiRegion
158,settlements,Mabek_ngol,Mabek-Ngol,AbyeiRegion
159,settlements,Mabior,Mabior,AbyeiRegion
160,settlements,Mabok,Mabok,AbyeiRegion
161,settlements,Mabuk,Mabuk,AbyeiRegion
162,settlements,Madieng_Ashwing,Madieng Ashwing,AbyeiRegion
163,settlements,Mading_Achueng,Mading Achueng,AbyeiRegion
164,settlements,Mading_Acueng,Mading Acueng,AbyeiRegion
165,settlements,Mading_Thon,Mading Thon,AbyeiRegion
166,settlements,Madul,Madul,AbyeiRegion
167,settlements,Magar,Magar,AbyeiRegion
168,settlements,Maker_awat,Maker-Awat,AbyeiRegion
169,settlements,Maker_Abior,Maker Abior,AbyeiRegion
170,settlements,Makuac_Aril_Bake,Makuac Aril Bake,AbyeiRegion
171,settlements,Malual,Malual,AbyeiRegion
172,settlements,Malual_Aleu,Malual Aleu,AbyeiRegion
173,settlements,Malualalluo,Malualalluo,AbyeiRegion
174,settlements,Manyang,Manyang,AbyeiRegion
175,settlements,Mapor_Amal,Mapor Amal,AbyeiRegion
176,settlements,Marnijrg,Marnijrg,AbyeiRegion
177,settlements,Mayak_Adhulik,Mayak Adhulik,AbyeiRegion
178,settlements,Mayom,Mayom,AbyeiRegion
179,settlements,Mazahir,Mazahir,AbyeiRegion
180,settlements,Mejak_Deng_Kaya,Mejak Deng Kaya,AbyeiRegion
181,settlements,Migirr,Migirr,AbyeiRegion
182,settlements,Mijak,Mijak,AbyeiRegion
183,settlements,Mirok,Mirok,AbyeiRegion
184,settlements,Miyen_Koor,Miyen Koor,AbyeiRegion
185,settlements,Miyokol_Alei/,Miyokol Alei/,AbyeiRegion
186,settlements,Miyom_Akuei,Miyom Akuei,AbyeiRegion
187,settlements,Mjok_Lou,Mjok Lou,AbyeiRegion
188,settlements,Mokwei,Mokwei,AbyeiRegion
189,settlements,Morol,Morol,AbyeiRegion
190,settlements,Mulmul,Mulmul,AbyeiRegion
191,settlements,Mulual,Mulual,AbyeiRegion
192,settlements,Myikol,Myikol,AbyeiRegion
193,settlements,Myordol,Myordol,AbyeiRegion
194,settlements,Ngok,N'Gok,AbyeiRegion
195,settlements,Nainai,Nainai,AbyeiRegion
196,settlements,Nainaya,Nainaya,AbyeiRegion
197,settlements,Nasir_and_Salam,Nasir & Salam,AbyeiRegion
198,settlements,Nen_Adolog,Nen Adolog,AbyeiRegion
199,settlements,Nokjur,Nokjur,AbyeiRegion
200,settlements,Noong,Noong,AbyeiRegion
201,settlements,Nora,Nora,AbyeiRegion
202,settlements,Nugar,Nugar,AbyeiRegion
203,settlements,Nyagong,Nyagong,AbyeiRegion
204,settlements,Nyin_Awaar,Nyin Awaar,AbyeiRegion
205,settlements,Nyin_Kuac,Nyin Kuac,AbyeiRegion
206,settlements,Nyinchor,Nyinchor,AbyeiRegion
207,settlements,Nyinchuor,Nyinchuor,AbyeiRegion
208,settlements,Nyinjoh,Nyinjoh,AbyeiRegion
209,settlements,Nyok_Reng,Nyok Reng,AbyeiRegion
210,settlements,Paamun,Paamun,AbyeiRegion
211,settlements,Paan_Dheel,Paan Dheel,AbyeiRegion
212,settlements,Pachuai,Pachuai,AbyeiRegion
213,settlements,Pandal,Pandal,AbyeiRegion
214,settlements,Pariang,Pariang,AbyeiRegion
215,settlements,Piuk,Piuk,AbyeiRegion
216,settlements,Qulud,Qulud,AbyeiRegion
217,settlements,Raigork,Raigork,AbyeiRegion
218,settlements,Raqaba_Dawas,Raqaba Dawas,AbyeiRegion
219,settlements,Raqaba_Kokai,Raqaba Kokai,AbyeiRegion
220,settlements,Raqabat_Ash_Shaib,Raqabat Ash Shaib,AbyeiRegion
221,settlements,Rial_Nok,Rial Nok,AbyeiRegion
222,settlements,Riet,Riet,AbyeiRegion
223,settlements,Rokkou,Rokkou,AbyeiRegion
224,settlements,Rubjaba,Rubjaba,AbyeiRegion
225,settlements,Rumamier,Rumamier,AbyeiRegion
226,settlements,Rumbeek,Rumbeek,AbyeiRegion
227,settlements,Rumbek,Rumbek,AbyeiRegion
228,settlements,Rumla_Ngork,Rumla Ngork,AbyeiRegion
229,settlements,Saheib,Saheib,AbyeiRegion
230,settlements,Saidana,Saidana,AbyeiRegion
231,settlements,Sayar,Sayar,AbyeiRegion
232,settlements,Shigei,Shigei,AbyeiRegion
233,settlements,Tajiel,Tajiel,AbyeiRegion
234,settlements,Tejalei,Tejalei,AbyeiRegion
235,settlements,Thethei,Thethei,AbyeiRegion
236,settlements,Thothok,Thothok,AbyeiRegion
237,settlements,Thurpader,Thurpader,AbyeiRegion
238,settlements,Todaj,Todaj,AbyeiRegion
239,settlements,Todajc,Todajc,AbyeiRegion
240,settlements,Todyop,Todyop,AbyeiRegion
241,settlements,Um_Khaer,Um Khaer,AbyeiRegion
242,settlements,Umm_Bileil_Ez_Zarzur,Umm Bileil Ez Zarzur,AbyeiRegion
243,settlements,Umm_Qurein,Umm Qurein,AbyeiRegion
244,settlements,Wahada_and_Safa,Wahada & Safa,AbyeiRegion
245,settlements,Wangchuk,Wangchuk,AbyeiRegion
246,settlements,Wanis,Wanis,AbyeiRegion
247,settlements,War_Yurt,War Yurt,AbyeiRegion
248,settlements,Wontwaig,Wontwaig,AbyeiRegion
249,settlements,Wun_Biok,Wun Biok,AbyeiRegion
250,settlements,Wun_Cuai,Wun Cuai,AbyeiRegion
251,settlements,Wun_Kum,Wun Kum,AbyeiRegion
252,settlements,Wun_Ruok/_Wunruak,Wun Ruok/ Wunruak,AbyeiRegion
253,settlements,Wunbioc,Wunbioc,AbyeiRegion
254,settlements,Wuncuei_Dil,Wuncuei Dil,AbyeiRegion
255,settlements,Wundop,Wundop,AbyeiRegion
256,settlements,Wunkir,Wunkir,AbyeiRegion
257,settlements,Wunpeth,Wunpeth,AbyeiRegion
258,settlements,Wut_guk,Wut-Guk,AbyeiRegion
259,settlements,Wut_Goc,Wut Goc,AbyeiRegion
260,settlements,Yar_Achot,Yar Achot,AbyeiRegion
261,settlements,Afiovi,Afiovi,Akobo
262,settlements,Agwal,Agwal,Akobo
263,settlements,Akobo,Akobo,Akobo
264,settlements,Akobo___village_1,Akobo - Village 1,Akobo
265,settlements,Akobo___village_2,Akobo - Village 2,Akobo
266,settlements,Akobo___village_3,Akobo - Village 3,Akobo
267,settlements,Alanga,Alanga,Akobo
268,settlements,Atong,Atong,Akobo
269,settlements,Babel,Babel,Akobo
270,settlements,Balou_Center,Balou Center,Akobo
271,settlements,Bilkey_Payam,Bilkey Payam,Akobo
272,settlements,Bodial,Bodial,Akobo
273,settlements,Boman,Boman,Akobo
274,settlements,Bongok,Bongok,Akobo
275,settlements,Buom,Buom,Akobo
276,settlements,Buong,Buong,Akobo
277,settlements,Buore,Buore,Akobo
278,settlements,Bur_Malwal,Bur-Malwal,Akobo
279,settlements,Buragwa,Buragwa,Akobo
280,settlements,Burmath,Burmath,Akobo
281,settlements,Burwil,Burwil,Akobo
282,settlements,Chan_Mataar,Chan Mataar,Akobo
283,settlements,Charcikol,Charcikol,Akobo
284,settlements,Chiban,Chiban,Akobo
285,settlements,Chier_Yier,Chier Yier,Akobo
286,settlements,Chor_Rial,Chor Rial,Akobo
287,settlements,Dang_Dang,Dang Dang,Akobo
288,settlements,Dendjok,Dendjok,Akobo
289,settlements,Denyufilo,Denyufilo,Akobo
290,settlements,Dibula,Dibula,Akobo
291,settlements,Dik,Dik,Akobo
292,settlements,Dik_Matar,Dik-Matar,Akobo
293,settlements,Dilule,Dilule,Akobo
294,settlements,Dima,Dima,Akobo
295,settlements,Dimmah,Dimmah,Akobo
296,settlements,Diror,Diror,Akobo
297,settlements,Diror_Center,Diror Center,Akobo
298,settlements,Dongjop_Center,Dongjop Center,Akobo
299,settlements,Donykan,Donykan,Akobo
300,settlements,Dubongo,Dubongo,Akobo
301,settlements,Dul,Dul,Akobo
302,settlements,Dval_Bor,Dval Bor,Akobo
303,settlements,Fadang,Fadang,Akobo
304,settlements,Faddor,Faddor,Akobo
305,settlements,Fadid,Fadid,Akobo
306,settlements,Fangao,Fangao,Akobo
307,settlements,Farg,Farg,Akobo
308,settlements,Faynim,Faynim,Akobo
309,settlements,Fona,Fona,Akobo
310,settlements,Garkong,Garkong,Akobo
311,settlements,Goaish,Goaish,Akobo
312,settlements,Gog,Gog,Akobo
313,settlements,Hoihol,Hoihol,Akobo
314,settlements,Juwa_Pangaau,Juwa-Pangaau,Akobo
315,settlements,Kaikuiny,Kaikuiny,Akobo
316,settlements,Karwenya,Karwenya,Akobo
317,settlements,Kayana,Kayana,Akobo
318,settlements,Kaybun,Kaybun,Akobo
319,settlements,Keir,Keir,Akobo
320,settlements,Koat_Bel_Malon,Koat Bel-Malon,Akobo
321,settlements,Koat_Maring_Dolong,Koat Maring-Dolong,Akobo
322,settlements,Koatriang,Koatriang,Akobo
323,settlements,Koatweijoak_Tolthiang,Koatweijoak-Tolthiang,Akobo
324,settlements,Kongettit,Kongettit,Akobo
325,settlements,Kony,Kony,Akobo
326,settlements,Korial,Korial,Akobo
327,settlements,Kuerchienhial,Kuerchienhial,Akobo
328,settlements,Kuerkeu,Kuerkeu,Akobo
329,settlements,Kuernyuon,Kuernyuon,Akobo
330,settlements,Kuol,Kuol,Akobo
331,settlements,Kwak,Kwak,Akobo
332,settlements,Lak,Lak,Akobo
333,settlements,Liet,Liet,Akobo
334,settlements,Liplou,Liplou,Akobo
335,settlements,Loing,Loing,Akobo
336,settlements,Lolthaiyian,Lolthaiyian,Akobo
337,settlements,Luony,Luony,Akobo
338,settlements,Lwaiding,Lwaiding,Akobo
339,settlements,Man_Nueng,Man Nueng,Akobo
340,settlements,Mang_Ner,Mang Ner,Akobo
341,settlements,Mangong,Mangong,Akobo
342,settlements,Manguet_Center,Manguet Center,Akobo
343,settlements,Mankek,Mankek,Akobo
344,settlements,Mareng,Mareng,Akobo
345,settlements,Markase,Markase,Akobo
346,settlements,Matar_Pangeer_Kuerchangkuoth,Matar-Pangeer-Kuerchangkuoth,Akobo
347,settlements,Medar,Medar,Akobo
348,settlements,Mer,Mer,Akobo
349,settlements,Mer_Center,Mer Center,Akobo
350,settlements,Mission_A,Mission A,Akobo
351,settlements,Mission_B,Mission B,Akobo
352,settlements,Muoltuong_kaot_maring,Muoltuong-Kaot Maring,Akobo
353,settlements,Naanjud,Naanjud,Akobo
354,settlements,Ngoin,Ngoin,Akobo
355,settlements,Nieu_nieu,Nieu-Nieu,Akobo
356,settlements,Nikowa,Nikowa,Akobo
357,settlements,Denjok,Nukta,Akobo
358,settlements,Nyandit,Nyandit,Akobo
359,settlements,Nyau_Nyau,Nyau Nyau,Akobo
360,settlements,Nyijule,Nyijule,Akobo
361,settlements,Nyikhan,Nyikhan,Akobo
362,settlements,Nyitut,Nyitut,Akobo
363,settlements,Obor,Obor,Akobo
364,settlements,Odzhong,Odzhong,Akobo
365,settlements,Okau,Okau,Akobo
366,settlements,Olam,Olam,Akobo
367,settlements,Old_Akobo,Old Akobo,Akobo
368,settlements,Faddoi,Paddoi,Akobo
369,settlements,Pakang,Pakang,Akobo
370,settlements,Panere,Panere,Akobo
371,settlements,Panyara,Panyara,Akobo
372,settlements,Parkuei,Parkuei,Akobo
373,settlements,Piat,Piat,Akobo
374,settlements,Pok_Bor,Pok Bor,Akobo
375,settlements,Pulbuok,Pulbuok,Akobo
376,settlements,Put_Gang,Put Gang,Akobo
377,settlements,Rierle,Rierle,Akobo
378,settlements,Rine_center,Rine Center,Akobo
379,settlements,River_Kong_Kong,River Kong Kong,Akobo
380,settlements,Rotjiop,Rotjiop,Akobo
381,settlements,Rubgueng,Rubgueng,Akobo
382,settlements,Rupkuach_Rupgach,Rupkuach-Rupgach,Akobo
383,settlements,Tanyang,Tanyang,Akobo
384,settlements,Thak_yak,Thak Yak,Akobo
385,settlements,Thogyen,Thogyen,Akobo
386,settlements,Thokliet,Thokliet,Akobo
387,settlements,Thokwath,Thokwath,Akobo
388,settlements,Thonbil,Thonbil,Akobo
389,settlements,Thor,Thor,Akobo
390,settlements,Thot_Waat,Thot-Waat,Akobo
391,settlements,Tiep,Tiep,Akobo
392,settlements,Tiep_Kel,Tiep Kel,Akobo
393,settlements,Timdiang,Timdiang,Akobo
394,settlements,Tuelkuach_Bigukreet,Tuelkuach-Bigukreet,Akobo
395,settlements,Tuni,Tuni,Akobo
396,settlements,Tuongdol,Tuongdol,Akobo
397,settlements,Twilong,Twilong,Akobo
398,settlements,Ubeir,Ubeir,Akobo
399,settlements,Uchoda,Uchoda,Akobo
400,settlements,Ulali,Ulali,Akobo
401,settlements,Umm_Shutur,Umm Shutur,Akobo
402,settlements,Utili,Utili,Akobo
403,settlements,Vangledid,Vangledid,Akobo
404,settlements,Waiiowal,Waiiowal,Akobo
405,settlements,Walgak,Walgak,Akobo
406,settlements,Walgak_Center,Walgak,Akobo
407,settlements,Walgak_Chatyier,Walgak Chatyier,Akobo
408,settlements,Wangnyang,Wangnyang,Akobo
409,settlements,Wech_miim,Wech-miim,Akobo
410,settlements,Wechboth,Wechboth,Akobo
411,settlements,Wechbothbany,Wechbothbany,Akobo
412,settlements,Wechchung,Wechchung,Akobo
413,settlements,Wechdeng,Wechdeng,Akobo
414,settlements,Wechdiew,Wechdiew,Akobo
415,settlements,Wechgandeang,Wechgandeang,Akobo
416,settlements,Wechgoak,Wechgoak,Akobo
417,settlements,Wechjal,Wechjal,Akobo
418,settlements,Wechkok,Wechkok,Akobo
419,settlements,Wechkong,Wechkong,Akobo
420,settlements,Wechkuari,Wechkuari,Akobo
421,settlements,Wechkuontot,Wechkuontot,Akobo
422,settlements,Wechluak,Wechluak,Akobo
423,settlements,Wechlul,Wechlul,Akobo
424,settlements,Wechmajak,Wechmajak,Akobo
425,settlements,Wechnyang,Wechnyang,Akobo
426,settlements,Wechpuori,Wechpuori,Akobo
427,settlements,Wechpuot,Wechpuot,Akobo
428,settlements,Wechreat,Wechreat,Akobo
429,settlements,Wechtot,Wechtot,Akobo
430,settlements,Wechtut,Wechtut,Akobo
431,settlements,Wechyakuach_Center_kuergeng,Wechyakuach Center-Kuergeng,Akobo
432,settlements,Wechyuek,Wechyuek,Akobo
433,settlements,Wei_nyop_Kuer_koni,Wei-Nyop-Kuer Koni,Akobo
434,settlements,Weidany,Weidany,Akobo
435,settlements,Weijiokni_Center,Weijiokni Center,Akobo
436,settlements,Weipal,Weipal,Akobo
437,settlements,Weiwal,Weiwal,Akobo
438,settlements,Wi_Teip,Wi Teip,Akobo
439,settlements,Wit_Twat_Ga,Wit Twat Ga,Akobo
440,settlements,Wongotero,Wongotero,Akobo
441,settlements,Wugiin,Wugiin,Akobo
442,settlements,Wulang,Wulang,Akobo
443,settlements,Wunbil,Wunbil,Akobo
444,settlements,Wunkuel_Center,Wunkuel Center,Akobo
445,settlements,Wunkwil,Wunkwil,Akobo
446,settlements,Wuthpiny,Wuthpiny,Akobo
447,settlements,Yedid,Yedid,Akobo
448,settlements,Yig,Yig,Akobo
449,settlements,Yollei,Yollei,Akobo
450,settlements,Aangari,Aangari,AweilCentre
451,settlements,Abobo,Abobo,AweilCentre
452,settlements,Abou,Abou,AweilCentre
453,settlements,Abull,Abull,AweilCentre
454,settlements,Achana,Achana,AweilCentre
455,settlements,Achang,Achang,AweilCentre
456,settlements,Achuir,Achuir,AweilCentre
457,settlements,Achuom,Achuom,AweilCentre
458,settlements,Agit,Agit,AweilCentre
459,settlements,Ajak,Ajak,AweilCentre
460,settlements,Akeen_Mayen,Akeen Mayen,AweilCentre
461,settlements,Akuang_Achuol,Akuang Achuol,AweilCentre
462,settlements,Akuang_Kar,Akuang Kar,AweilCentre
463,settlements,Akuang_Rial,Akuang Rial,AweilCentre
464,settlements,Akuyio,Akuyio,AweilCentre
465,settlements,Akwena_Ridge,Akwena Ridge,AweilCentre
466,settlements,Akwongdair,Akwongdair,AweilCentre
467,settlements,Allela,Allela,AweilCentre
468,settlements,Alok,Alok,AweilCentre
469,settlements,Amantial_I,Amantial I,AweilCentre
470,settlements,Amantial_I_I,Amantial I I,AweilCentre
471,settlements,Amethic,Amethic,AweilCentre
472,settlements,Amuot,Amuot,AweilCentre
473,settlements,Angeth,Angeth,AweilCentre
474,settlements,Angot_aweer,Angot-Aweer,AweilCentre
475,settlements,Angot_Abdong,Angot Abdong,AweilCentre
476,settlements,Anuetic,Anuetic,AweilCentre
477,settlements,Anyuany,Anyuany,AweilCentre
478,settlements,Apada,Apada,AweilCentre
479,settlements,Arenypiny,Arenypiny,AweilCentre
480,settlements,Arido,Arido,AweilCentre
481,settlements,Aroyo,Aroyo,AweilCentre
482,settlements,Aroyo__I,Aroyo  I,AweilCentre
483,settlements,Avoni,Avoni,AweilCentre
484,settlements,Awangtitdo,Awangtitdo,AweilCentre
485,settlements,Awielic,Awielic,AweilCentre
486,settlements,Awoda,Awoda,AweilCentre
487,settlements,Ayaga,Ayaga,AweilCentre
488,settlements,Ayeie,Ayeie,AweilCentre
489,settlements,Ayomkueny,Ayomkueny,AweilCentre
490,settlements,Ayoni,Ayoni,AweilCentre
491,settlements,Baau,Baau,AweilCentre
492,settlements,Baau_alel,Baau-Alel,AweilCentre
493,settlements,Bahr_An_Nil,Bahr An Nil',AweilCentre
494,settlements,Ban_Hial,Ban Hial,AweilCentre
495,settlements,Bar__Nyaidong,Bar- Nyaidong,AweilCentre
496,settlements,Bar_ayii,Bar-Ayii,AweilCentre
497,settlements,Bar_Mayen,Bar Mayen,AweilCentre
498,settlements,Barabal,Barabal,AweilCentre
499,settlements,Barnyiwic,Barnyiwic,AweilCentre
500,settlements,Beit_Uthman,Beit Uthman,AweilCentre
501,settlements,Burajak,Burajak,AweilCentre
502,settlements,Chak_Chak,Chak-Chak,AweilCentre
503,settlements,Chamangui,Chamangui,AweilCentre
504,settlements,Chelkou,Chelkou,AweilCentre
505,settlements,Chengrot,Chengrot,AweilCentre
506,settlements,Chingak,Chingak,AweilCentre
507,settlements,Choth_Apiok,Choth Apiok,AweilCentre
508,settlements,Cibidhok,Cibidhok,AweilCentre
509,settlements,Cunglang,Cunglang,AweilCentre
510,settlements,Dakajim,Dakajim,AweilCentre
511,settlements,Dembo,Dembo,AweilCentre
512,settlements,Dongabal,Dongabal,AweilCentre
513,settlements,Elangari,Elangari,AweilCentre
514,settlements,Elok,Elok,AweilCentre
515,settlements,Gai_wut,Gai-Wut,AweilCentre
516,settlements,Gateway,Gateway,AweilCentre
517,settlements,Giiry,Giiry,AweilCentre
518,settlements,God_uthuon,God-Uthuon,AweilCentre
519,settlements,Godatair,Godatair,AweilCentre
520,settlements,Gofakang,Gofakang,AweilCentre
521,settlements,Goi_Goi,Goi Goi,AweilCentre
522,settlements,Goin,Goin,AweilCentre
523,settlements,Golo,Golo,AweilCentre
524,settlements,Guru,Guru,AweilCentre
525,settlements,Hai_Mathar,HaiMathar,AweilCentre
526,settlements,Helapok,Helapok,AweilCentre
527,settlements,Hong_angara,Hong-Angara,AweilCentre
528,settlements,Hongwed_dhum,Hongwed-Dhum,AweilCentre
