"","State_id","idp_sites","IDP_present","IDP_time_arrive","IDP_majority","food_inadequate","less_one_meal","hunger_severe_worse","wildfood_sick_alltime","skipping_days","flooded_shelter","fsl_composite","number_pts"
"373","Western Bahr el Ghazal423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"374","Western Bahr el Ghazal458",0,0,0,0,0.571428571428571,0.285714285714286,0,0,0,0,0.171428571428571,7
"375","Western Bahr el Ghazal499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"376","Western Bahr el Ghazal580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"377","Western Bahr el Ghazal659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"378","Western Bahr el Ghazal699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"379","Western Bahr el Ghazal737",0,1,0,0.5,0.5,0.5,0,0.5,0.5,0,0.4,2
"380","Western Bahr el Ghazal738",0,0.666666666666667,0,0.666666666666667,0.666666666666667,0.666666666666667,0,0.333333333333333,0,0,0.333333333333333,3
"381","Western Bahr el Ghazal739",0,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0.2,3
"382","Western Bahr el Ghazal740",0,0,0,0,1,1,0,0.5,0,0,0.5,2
"383","Western Bahr el Ghazal741",0,0.5,0,0,0.5,0.25,0,0.25,0.25,0,0.25,4
"384","Western Bahr el Ghazal775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"385","Western Bahr el Ghazal776",0,1,0,0.5,0.5,0.5,0,0,0,0,0.2,2
"386","Western Bahr el Ghazal777",0,0.5,0,0,0,0,0,0,0,0,0,2
"387","Western Bahr el Ghazal778",0,0.166666666666667,0,0.166666666666667,0.666666666666667,0.666666666666667,0,0.666666666666667,0,0,0.4,6
"388","Western Bahr el Ghazal779",0,0.2,0,0.2,0.8,0.8,0.2,0.2,0,0,0.4,5
"389","Western Bahr el Ghazal780",0,0,0,0,0.666666666666667,0.666666666666667,0,0.333333333333333,0,0,0.333333333333333,3
"390","Western Bahr el Ghazal781",0,0,0,0,1,1,0.5,0.5,0,0,0.6,2
"391","Western Bahr el Ghazal782",0,0,0,0,1,1,0.75,0,0,0,0.55,4
"392","Western Bahr el Ghazal816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"393","Western Bahr el Ghazal817",0,0.75,0,0.25,0.5,0.5,0,0,0,0,0.2,4
"394","Western Bahr el Ghazal818",0,0.111111111111111,0,0.111111111111111,0.555555555555556,0.444444444444444,0,0.222222222222222,0.222222222222222,0,0.288888888888889,9
"395","Western Bahr el Ghazal819",0.0232558139534884,0.13953488372093,0,0.0697674418604651,0.511627906976744,0.325581395348837,0.116279069767442,0.186046511627907,0.0930232558139535,0,0.246511627906977,43
"396","Western Bahr el Ghazal820",0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.2,3
"397","Western Bahr el Ghazal822",0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0,1,0.533333333333333,3
"398","Western Bahr el Ghazal856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"399","Western Bahr el Ghazal857",0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0.2,3
"400","Western Bahr el Ghazal858",0,0.125,0,0,1,1,0.25,0.5,0.25,0,0.6,8
"401","Western Bahr el Ghazal859",0,0,0,0,0.857142857142857,0.714285714285714,0.428571428571429,0.714285714285714,0.428571428571429,0,0.628571428571429,7
"402","Western Bahr el Ghazal860",0,0.666666666666667,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0,1,0.466666666666667,3
"403","Western Bahr el Ghazal899",0,0.333333333333333,0,0,0,0,0,0,0,0,0,3
"404","Western Equatoria1004",0,0.5,0,0.5,0,0,0,0,0,0,0,2
"405","Western Equatoria1005",0,0,0,0,0,0,0,0,0,0,0,2
"406","Western Equatoria1045",0,0.5,0,0.5,0,0,0,0,0,0,0,2
"407","Western Equatoria1046",0,1,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,3
"408","Western Equatoria1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"409","Western Equatoria1086",0,0.777777777777778,0,0.222222222222222,0,0,0,0,0,0,0,9
"410","Western Equatoria1087",0,0.666666666666667,0,0.666666666666667,0,0,0,0,0,0,0,3
"411","Western Equatoria1126",0,1,0,1,0,0,0,0,0,0,0,2
"412","Western Equatoria1128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"413","Western Equatoria1166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"414","Western Equatoria1167",0,1,0,0.5,0.5,0.5,0,0.5,0,0,0.3,2
"415","Western Equatoria1171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"416","Western Equatoria1172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"417","Western Equatoria1207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"418","Western Equatoria1210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"419","Western Equatoria1211",0,1,0,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0.2,3
"420","Western Equatoria1212",0,1,0,0,0,0,0,0,0,0,0,2
"421","Western Equatoria1213",0,0.166666666666667,0,0.166666666666667,0.833333333333333,0.833333333333333,0.333333333333333,0.333333333333333,0,0,0.466666666666667,6
"422","Western Equatoria1247",0,1,0,0.8,0,0,0,0,0,0,0,5
"423","Western Equatoria1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"424","Western Equatoria1250",0,1,0,1,0,0,0,0,0,0,0,2
"425","Western Equatoria1251",0,1,0,1,0,0,0,0,0,0,0,3
"426","Western Equatoria1252",0,0.5,0,0.5,0.25,0.25,0.25,0,0,0,0.15,4
"427","Western Equatoria1286",0,1,0,0.666666666666667,0,0,0,0,0,0,0,3
"428","Western Equatoria1287",0,1,0,0.333333333333333,0,0,0,0,0,0,0,3
"429","Western Equatoria1288",0,1,0,0.833333333333333,0,0,0,0,0,0,0,6
"430","Western Equatoria1289",0,1,0,0,0,0,0,0,0,0,0,3
"431","Western Equatoria1290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"432","Western Equatoria1326",0,1,0,0.5,0,0,0,0,0,0,0,2
"433","Western Equatoria1327",0,1,0,0,0,0,0,0,0,0,0,3
"434","Western Equatoria1328",0,1,0,0.666666666666667,0,0,0,0,0,0,0,3
"435","Western Equatoria1329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"436","Western Equatoria1330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"437","Western Equatoria1368",0,1,0,0,0,0,0,0,0,0,0,3
"438","Western Equatoria1369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"439","Western Equatoria1370",0,0.5,0,0,1,0,0.5,0.5,0,0,0.4,2
"440","Western Equatoria649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"441","Western Equatoria686",0,1,0,0,0,0,0,0,0,0.333333333333333,0,3
"442","Western Equatoria687",0,1,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0.133333333333333,3
"443","Western Equatoria689",0,0.818181818181818,0,0,0,0,0,0,0,0,0,11
"444","Western Equatoria726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"445","Western Equatoria727",0,0.5,0,0,0,0,0,0,0,0,0,2
"446","Western Equatoria728",0,1,0,0,0,0,0,0.5,0,0,0.1,2
"447","Western Equatoria729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"448","Western Equatoria766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"449","Western Equatoria767",0,0.5,0,0,0,0,0,0,0,0,0,2
"450","Western Equatoria770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"451","Western Equatoria772",0,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,3
"452","Western Equatoria805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"453","Western Equatoria807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"454","Western Equatoria813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"455","Western Equatoria844",0,0.75,0,0,0.25,0,0.25,0,0,0,0.1,4
"456","Western Equatoria845",0,0.25,0,0,0.125,0.125,0.125,0,0.125,0,0.1,8
"457","Western Equatoria846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"458","Western Equatoria884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"459","Western Equatoria885",0,0.857142857142857,0,0.0714285714285714,0,0,0,0,0,0,0,14
"460","Western Equatoria889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"461","Western Equatoria925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"462","Western Equatoria965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"463","Western Equatoria968",0,1,0,0.5,0,0,0,0,0,0,0,2
