X,Y,INDEX,P_CODE,NAMECOUNTY,NAMEJOIN,NAME,STATEJOIN,COUNTYJOIN,PAYAM,FUNC_CLASS,CONF_SCORE,SRC_VERIFD,IMG_VERIFD
31.67235,5.92591,1,BW-0001,MathiangAwerial,Mathiang,Mathiang,Lakes,Awerial,Puluk,7,90,1,0
31.69544,5.93183,2,BW-0002,PanwelBorSouth,Panwel,Panwel,Jonglei,BorSouth,Kolnyang,6,50,1,1
31.67816,5.96147,3,BW-0003,KaigoBorSouth,Kaigo,Kaigo,Jonglei,BorSouth,Kolnyang,6,50,1,1
31.83828,5.96902,4,BW-0004,MaktiwengBorSouth,Maktiweng,Maktiweng,Jonglei,BorSouth,Kolnyang,6,50,1,0
31.62028,6.03944,5,BO-0001,Mabior_KechBorSouth,Mabior_Kech,MabiorKech,Jonglei,BorSouth,Kolnyang,6,30,1,1
31.64526,6.04851,6,BO-0002,JalangoBorSouth,Jalango,Jalango,Jonglei,BorSouth,Kolnyang,6,40,1,0
31.8,6.1,7,BO-0004,AwanBorSouth,Awan,Awan,Jonglei,BorSouth,Kolnyang,6,30,1,0
31.78761,6.10155,8,BO-0005,AlukBorSouth,Aluk,Aluk,Jonglei,BorSouth,Kolnyang,6,40,1,0
31.73063,6.13606,9,BO-0006,KolnyangBorSouth,Kolnyang,Kolnyang,Jonglei,BorSouth,Kolnyang,6,70,1,1
31.71,6.11,10,BO-0007,GwallaBorSouth,Gwalla,Gwalla,Jonglei,BorSouth,Kolnyang,6,30,1,0
31.74,6.12,11,BO-0009,TuklsBorSouth,Tukls,Tukls,Jonglei,BorSouth,Kolnyang,6,30,1,0
31.73148,6.12857,12,BO-0010,WurrierBorSouth,Wurrier,Wurrier,Jonglei,BorSouth,Kolnyang,6,20,1,0
31.73061,6.15313,13,BO-0011,AdolBorSouth,Adol,Adol,Jonglei,BorSouth,Kolnyang,6,40,1,1
31.57571,6.16013,14,BO-0012,MelwalBorSouth,Melwal,Melwal,Jonglei,BorSouth,Bor,5,50,1,1
31.77622,6.16093,15,BO-0013,MakjokoyBorSouth,Makjokoy,Makjokoy,Jonglei,BorSouth,Kolnyang,6,50,1,0
31.74831,6.16353,16,BO-0014,Jalle_Baidet_and_KolunyangBorSouth,Jalle_Baidet_and_Kolunyang,"Jalle,Baidet&Kolunyang",Jonglei,BorSouth,Kolnyang,7,40,1,0
31.57111,6.17059,17,BO-0015,PanapetBorSouth,Panapet,Panapet,Jonglei,BorSouth,Bor,6,50,1,1
31.84652,6.1782,18,BO-0016,NgapBorSouth,Ngap,Ngap,Jonglei,BorSouth,Anyidi,6,50,1,0
31.81,6.18,19,BO-0017,Kwal_TiuBorSouth,Kwal_Tiu,KwalTiu,Jonglei,BorSouth,Anyidi,6,30,1,1
31.73969,6.18057,20,BO-0018,MallidBorSouth,Mallid,Mallid,Jonglei,BorSouth,Anyidi,6,50,1,1
31.8085,6.18179,21,BO-0019,AnyidiBorSouth,Anyidi,Anyidi,Jonglei,BorSouth,Anyidi,5,110,1,1
31.98727,6.18182,22,BO-0020,WermacditBorSouth,Wermacdit,Wermacdit,Jonglei,BorSouth,Anyidi,6,30,1,0
31.78953,6.18536,23,BO-0021,PateropingBorSouth,Pateroping,Pateroping,Jonglei,BorSouth,Anyidi,6,50,1,0
31.78333,6.18567,24,BO-0022,BrongBorSouth,Brong,Brong,Jonglei,BorSouth,Anyidi,6,30,1,0
32.01942,6.19007,25,BO-0025,MallauBorSouth,Mallau,Mallau,Jonglei,BorSouth,Anyidi,6,20,1,0
31.94658,6.19788,26,BO-0027,Peny_kocBorSouth,Peny_koc,Peny-Koc,Jonglei,BorSouth,Anyidi,5,40,1,0
31.71733,6.19808,27,BO-0028,Deng_SholBorSouth,Deng_Shol,DengShol,Jonglei,BorSouth,Anyidi,6,40,1,1
31.56487,6.20522,28,BO-0029,DONGLOCHBorSouth,DONGLOCH,Dongloch,Jonglei,BorSouth,Bor,6,30,1,1
31.56106,6.21258,29,BO-0030,BorBorSouth,Bor,Bor,Jonglei,BorSouth,Bor,2,110,1,1
31.55603,6.20977,30,BO-0031,MagwarBorSouth,Magwar,Magwar,Jonglei,BorSouth,Bor,6,30,1,1
31.70082,6.21901,31,BO-0032,KuidkoBorSouth,Kuidko,Kuidko,Jonglei,BorSouth,Anyidi,6,50,1,1
31.78092,6.22142,32,BO-0033,MakuacBorSouth,Makuac,Makuac,Jonglei,BorSouth,Anyidi,6,10,0,0
31.56819,6.22624,33,BO-0034,MadingBorSouth,Mading,Mading,Jonglei,BorSouth,Bor,6,50,1,1
31.54389,6.24056,34,BO-0037,AshanditBorSouth,Ashandit,Ashandit,Jonglei,BorSouth,Bor,6,30,1,0
31.55196,6.24147,35,BO-0038,AreitBorSouth,Areit,Areit,Jonglei,BorSouth,Bor,6,50,1,1
32.37772,6.24794,36,BO-0040,OrarakBorSouth,Orarak,Orarak,Jonglei,BorSouth,Anyidi,6,50,1,0
31.5997,6.2505,37,BO-0042,DilchiekBorSouth,Dilchiek,Dilchiek,Jonglei,BorSouth,Bor,6,50,1,0
31.55152,6.25343,38,BO-0043,NyikanBorSouth,Nyikan,Nyikan,Jonglei,BorSouth,Bor,6,30,1,1
31.55152,6.25343,39,BO-0044,ChanBorSouth,Chan,Chan,Jonglei,BorSouth,Bor,6,30,1,1
31.73799,6.25695,40,BO-0046,LualBorSouth,Lual,Lual,Jonglei,BorSouth,Makuach,6,40,1,0
31.5613,6.26695,41,BO-0047,TwangoBorSouth,Twango,Twango,Jonglei,BorSouth,Bor,6,70,1,1
31.73541,6.26117,42,BO-0048,AtetBorSouth,Atet,Atet,Jonglei,BorSouth,Makuach,6,50,1,1
31.61,6.27,43,BO-0049,FagielBorSouth,Fagiel,Fagiel,Jonglei,BorSouth,Bor,6,10,0,0
31.61833,6.3,44,BO-0053,FalabaiBorSouth,Falabai,Falabai,Jonglei,BorSouth,Makuach,6,30,1,0
31.66791,6.32275,45,BO-0056,Mabior_DeerBorSouth,Mabior_Deer,MabiorDeer,Jonglei,BorSouth,Makuach,6,20,1,0
31.61112,6.33277,46,BO-0058,Bor_DinkaBorSouth,Bor_Dinka,BorDinka,Jonglei,BorSouth,Bor,6,40,1,0
31.65692,6.34032,47,BO-0059,WernguenyBorSouth,Werngueny,Werngueny,Jonglei,BorSouth,Makuach,5,20,1,1
31.96333,6.36694,48,BO-0061,AmwotBorSouth,Amwot,Amwot,Jonglei,BorSouth,Makuach,6,30,1,0
31.55607,6.36544,49,BO-0062,BongorBorSouth,Bongor,Bongor,Jonglei,BorSouth,Baidit,6,50,1,1
31.65,6.37,50,BO-0063,BongBorSouth,Bong,Bong,Jonglei,BorSouth,Baidit,6,30,1,1
31.64144,6.37153,51,BO-0064,Lual_LietBorSouth,Lual_Liet,LualLiet,Jonglei,BorSouth,Baidit,6,50,1,1
31.5314,6.37358,52,BO-0065,DariBorSouth,Dari,Dari,Jonglei,BorSouth,Baidit,6,20,1,0
31.65092,6.37823,53,BO-0066,Makol_ChueiBorSouth,Makol_Chuei,MakolChuei,Jonglei,BorSouth,Baidit,5,100,1,1
31.56,6.39,54,BO-0067,AnokwaiBorSouth,Anokwai,Anokwai,Jonglei,BorSouth,Baidit,6,50,1,1
31.60754,6.41885,55,BO-0068,FanoingBorSouth,Fanoing,Fanoing,Jonglei,BorSouth,Baidit,6,40,1,0
31.55367,6.42817,56,BO-0069,PadakBorSouth,Padak,Padak,Jonglei,BorSouth,Baidit,5,120,1,1
31.5643,6.42846,57,BO-0070,MathingBorSouth,Mathing,Mathing,Jonglei,BorSouth,Baidit,6,10,0,1
31.59455,6.43273,58,BO-0071,Makol_CueiBorSouth,Makol_Cuei,MakolCuei,Jonglei,BorSouth,Baidit,6,30,1,0
31.62676,6.43938,59,BO-0073,FanomBorSouth,Fanom,Fanom,Jonglei,BorSouth,Baidit,6,40,1,0
31.63916,6.44213,60,BO-0074,JokweBorSouth,Jokwe,Jokwe,Jonglei,BorSouth,Baidit,6,50,1,0
31.62398,6.45486,61,BO-0077,GwetBorSouth,Gwet,Gwet,Jonglei,BorSouth,Baidit,6,50,1,0
32.40196,6.45503,62,BO-0078,OyarengBorSouth,Oyareng,Oyareng,Jonglei,BorSouth,Anyidi,6,40,1,0
31.53472,6.46806,63,BO-0081,BaiditBorSouth,Baidit,Baidit,Jonglei,BorSouth,Baidit,6,50,1,1
31.62756,6.47869,64,BO-0082,DiotigBorSouth,Diotig,Diotig,Jonglei,BorSouth,Baidit,6,50,1,0
31.61071,6.48053,65,BO-0083,AshwilichBorSouth,Ashwilich,Ashwilich,Jonglei,BorSouth,Baidit,6,50,1,0
31.50539,6.48211,66,BO-0084,DongduaBorSouth,Dongdua,Dongdua,Jonglei,BorSouth,Baidit,6,50,1,1
31.49,6.486,67,BN-0001,AkoybeniBorSouth,Akoybeni,Akoybeni,Jonglei,BorSouth,Baidit,7,40,1,0
31.61161,6.51343,68,BO-0087,Nwot_GutBorSouth,Nwot_Gut,NwotGut,Jonglei,BorSouth,Baidit,6,40,1,0
31.53941,6.51873,69,BO-0088,Biok_AnyarBorSouth,Biok_Anyar,BiokAnyar,Jonglei,BorSouth,Baidit,6,50,1,1
31.53611,6.52361,70,BO-0089,Yomchir__1BorSouth,Yomchir__1,Yomchir1,Jonglei,BorSouth,Baidit,6,30,1,0
31.52844,6.54359,71,BO-0090,PamuonBorSouth,Pamuon,Pamuon,Jonglei,BorSouth,Jalle,6,10,0,0
31.58539,6.55092,72,BO-0092,AkurBorSouth,Akur,Akur,Jonglei,BorSouth,Jalle,6,50,1,0
31.52729,6.56785,73,BO-0095,AliangBorSouth,Aliang,Aliang,Jonglei,BorSouth,Jalle,6,50,1,1
31.56994,6.58006,74,BO-0096,AdetBorSouth,Adet,Adet,Jonglei,BorSouth,Jalle,6,50,1,0
31.56,6.61,75,BO-0101,DoruBorSouth,Doru,Doru,Jonglei,BorSouth,Jalle,6,30,1,0
31.51404,6.62057,76,BO-0104,KolmerekBorSouth,Kolmerek,Kolmerek,Jonglei,BorSouth,Jalle,5,40,1,1
31.46481,6.65695,77,BN-0003,AboditBorSouth,Abodit,Abodit,Jonglei,BorSouth,Jalle,6,20,1,0
31.81818,6.66364,78,BO-0110,GembezaBorSouth,Gembeza,Gembeza,Jonglei,BorSouth,Baidit,6,30,1,0
31.53279,6.66755,79,BO-0112,FamajBorSouth,Famaj,Famaj,Jonglei,BorSouth,Jalle,6,20,1,0
31.47792,6.67131,80,BN-0004,JalleBorSouth,Jalle,Jalle,Jonglei,BorSouth,Jalle,5,50,1,1
31.70273,6.67091,81,BO-0113,MuniBorSouth,Muni,Muni,Jonglei,BorSouth,Baidit,6,30,1,0
31.43066,6.7224,82,BN-0005,JuetBorSouth,Juet,Juet,Jonglei,BorSouth,Jalle,6,50,1,0
31.6015,6.7625,83,BO-0119,PagaruaBorSouth,Pagarua,Pagarua,Jonglei,BorSouth,Jalle,6,30,1,0
31.58333,6.78333,84,BO-0120,AkoichBorSouth,Akoich,Akoich,Jonglei,BorSouth,Jalle,6,30,1,1
31.46562,6.78538,85,BN-0008,NyangBorSouth,Nyang,Nyang,Jonglei,BorSouth,Jalle,6,50,1,1
31.79333,6.8125,86,BO-0121,AdiorBorSouth,Adior,Adior,Jonglei,BorSouth,Baidit,6,30,1,0
32.38288,6.85533,87,BO-0123,AgangrialBorSouth,Agangrial,Agangrial,Jonglei,BorSouth,Makuach,6,30,1,0
32.51667,6.86667,88,BO-0124,MawuBorSouth,Mawu,Mawu,Jonglei,BorSouth,Makuach,6,30,1,0
32.49597,6.9582,89,BO-0132,KatelainBorSouth,Katelain,Katelain,Jonglei,BorSouth,Makuach,6,30,1,1
31.72331,5.89149,90,BW-0007,MakuachBorSouth,Makuach,Makuach,Jonglei,BorSouth,Kolnyang,6,30,1,1
31.71036,5.9141,91,BW-0008,MaluoBorSouth,Maluo,Maluo,Jonglei,BorSouth,Kolnyang,6,30,1,1
31.68964,5.9438,92,BW-0009,Cuei_DongBorSouth,Cuei_Dong,CueiDong,Jonglei,BorSouth,Kolnyang,6,30,1,1
31.68523,5.95219,93,BW-0010,Yol_AgouBorSouth,Yol_Agou,YolAgou,Jonglei,BorSouth,Kolnyang,6,30,1,1
31.64888,5.97644,94,BW-0012,AsuikBorSouth,Asuik,Asuik,Jonglei,BorSouth,Kolnyang,6,30,1,1
31.56346,6.16267,95,BO-0359,YiekpinyBorSouth,Yiekpiny,Yiekpiny,Jonglei,BorSouth,Bor,6,20,1,1
31.57416,6.1697,96,BO-0362,PanriakBorSouth,Panriak,Panriak,Jonglei,BorSouth,Bor,6,20,1,1
31.56948,6.17525,97,BO-0363,TheptharBorSouth,Thepthar,Thepthar,Jonglei,BorSouth,Bor,6,20,1,1
31.56166,6.17228,98,BO-0364,KorkorBorSouth,Korkor,Korkor,Jonglei,BorSouth,Bor,6,20,1,1
31.56686,6.18607,99,BO-0365,ThouboorBorSouth,Thouboor,Thouboor,Jonglei,BorSouth,Bor,6,20,1,1
31.56476,6.19459,100,BO-0366,Hai_DukruotBorSouth,Hai_Dukruot,Hai-Dukruot,Jonglei,BorSouth,Bor,6,20,1,1
31.56449,6.20135,101,BO-0368,Hai_MachourBorSouth,Hai_Machour,Hai-Machour,Jonglei,BorSouth,Bor,6,20,1,1
31.55389,6.20437,102,BO-0369,MagokBorSouth,Magok,Magok,Jonglei,BorSouth,Bor,6,20,1,1
31.55393,6.20409,103,BO-0370,MachargorBorSouth,Machargor,Machargor,Jonglei,BorSouth,Bor,6,20,1,1
31.55396,6.20442,104,BO-0371,MabiorBorSouth,Mabior,Mabior,Jonglei,BorSouth,Bor,6,20,1,1
31.55416,6.20425,105,BO-0372,Wungok_BBorSouth,Wungok_B,WungokB,Jonglei,BorSouth,Bor,6,20,1,1
31.55396,6.20442,106,BO-0374,Luitarab_ABorSouth,Luitarab_A,LuitarabA,Jonglei,BorSouth,Bor,6,20,1,1
31.55566,6.20691,107,BO-0375,Ajoung_BolBorSouth,Ajoung_Bol,AjoungBol,Jonglei,BorSouth,Bor,6,20,1,1
31.55354,6.20903,108,BO-0377,LaidinBorSouth,Laidin,Laidin,Jonglei,BorSouth,Bor,6,20,1,1
31.55669,6.21596,109,BO-0379,AchidirBorSouth,Achidir,Achidir,Jonglei,BorSouth,Bor,6,20,1,1
31.56453,6.21871,110,BO-0380,MarorBorSouth,Maror,Maror,Jonglei,BorSouth,Bor,6,20,1,1
31.57175,6.21436,111,BO-0381,LigilBorSouth,Ligil,Ligil,Jonglei,BorSouth,Bor,6,20,1,1
31.5474,6.22094,112,BO-0382,LaudieteBorSouth,Laudiete,Laudiete,Jonglei,BorSouth,Bor,6,20,1,1
31.56645,6.22758,113,BO-0384,Southern_Bor_IslandsBorSouth,Southern_Bor_Islands,SouthernBorIslands,Jonglei,BorSouth,Bor,8,20,1,1
31.57102,6.23482,114,BO-0385,MenymenyBorSouth,Menymeny,Menymeny,Jonglei,BorSouth,Bor,6,20,1,1
31.55029,6.24704,115,BO-0387,Ariek_CenterBorSouth,Ariek_Center,AriekCenter,Jonglei,BorSouth,Bor,6,10,0,1
31.55268,6.25275,116,BO-0388,DengloothBorSouth,Denglooth,Denglooth,Jonglei,BorSouth,Bor,6,20,1,1
31.55331,6.25299,117,BO-0389,Pan_diarBorSouth,Pan_diar,Pan-Diar,Jonglei,BorSouth,Bor,6,40,1,1
31.55584,6.24752,118,BO-0390,DenyaborBorSouth,Denyabor,Denyabor,Jonglei,BorSouth,Bor,6,20,1,1
31.56651,6.28113,119,BO-0391,Gaak_yuom_ABorSouth,Gaak_yuom_A,Gaak-YuomA,Jonglei,BorSouth,Bor,6,70,1,1
31.6125,6.28472,120,BO-0392,KuchngoBorSouth,Kuchngo,Kuchngo,Jonglei,BorSouth,Makuach,6,20,1,1
31.61256,6.28448,121,BO-0393,WeragolBorSouth,Weragol,Weragol,Jonglei,BorSouth,Makuach,6,10,0,1
31.56323,6.30665,122,BO-0394,PandengkutBorSouth,Pandengkut,Pandengkut,Jonglei,BorSouth,Bor,6,50,1,1
31.5583,6.32124,123,BO-0395,PagookBorSouth,Pagook,Pagook,Jonglei,BorSouth,Bor,6,30,1,1
31.52899,6.36796,124,BO-0397,Mayen_AbutpiouBorSouth,Mayen_Abutpiou,MayenAbutpiou,Jonglei,BorSouth,Baidit,6,30,1,1
31.53175,6.36463,125,BO-0398,Mayen_AkhoiBorSouth,Mayen_Akhoi,MayenAkhoi,Jonglei,BorSouth,Baidit,6,30,1,1
31.55099,6.36121,126,BO-0399,CueiBorSouth,Cuei,Cuei,Jonglei,BorSouth,Baidit,6,30,1,1
31.55635,6.36512,127,BO-0400,ToulethBorSouth,Touleth,Touleth,Jonglei,BorSouth,Baidit,6,20,1,1
31.55723,6.37674,128,BO-0401,TuolathBorSouth,Tuolath,Tuolath,Jonglei,BorSouth,Baidit,6,30,1,1
31.5614,6.3749,129,BO-0402,NyangduthienBorSouth,Nyangduthien,Nyangduthien,Jonglei,BorSouth,Baidit,6,30,1,1
31.56347,6.38353,130,BO-0403,NgonduthienBorSouth,Ngonduthien,Ngonduthien,Jonglei,BorSouth,Baidit,6,30,1,1
31.57555,6.38518,131,BO-0404,WarkueiBorSouth,Warkuei,Warkuei,Jonglei,BorSouth,Baidit,6,30,1,1
31.58276,6.38654,132,BO-0405,NyantiengaBorSouth,Nyantienga,Nyantienga,Jonglei,BorSouth,Baidit,6,90,1,1
31.56271,6.41623,133,BO-0409,PawuoiBorSouth,Pawuoi,Pawuoi,Jonglei,BorSouth,Baidit,6,20,1,1
31.55245,6.42532,134,BO-0411,KonyierBorSouth,Konyier,Konyier,Jonglei,BorSouth,Baidit,6,30,1,1
31.55133,6.42948,135,BO-0412,DukuretBorSouth,Dukuret,Dukuret,Jonglei,BorSouth,Baidit,6,30,1,1
31.54902,6.43396,136,BO-0413,DugroutBorSouth,Dugrout,Dugrout,Jonglei,BorSouth,Baidit,6,20,1,1
31.54813,6.43543,137,BO-0414,KalookBorSouth,Kalook,Kalook,Jonglei,BorSouth,Baidit,6,30,1,1
31.5541,6.44557,138,BO-0415,PourBorSouth,Pour,Pour,Jonglei,BorSouth,Baidit,6,10,0,1
31.54421,6.45476,139,BO-0416,AyenBorSouth,Ayen,Ayen,Jonglei,BorSouth,Baidit,6,70,1,1
31.53409,6.47103,140,BO-0418,Bai_ruerBorSouth,Bai_ruer,Bai-Ruer,Jonglei,BorSouth,Baidit,6,30,1,1
31.53838,6.47267,141,BO-0419,MathiengBorSouth,Mathieng,Mathieng,Jonglei,BorSouth,Baidit,6,10,0,1
31.53847,6.47407,142,BO-0420,AkayiecBorSouth,Akayiec,Akayiec,Jonglei,BorSouth,Baidit,6,30,1,1
31.52345,6.49225,143,BO-0421,AririitBorSouth,Aririit,Aririit,Jonglei,BorSouth,Baidit,6,30,1,1
31.5355,6.49482,144,BO-0422,AnyakBorSouth,Anyak,Anyak,Jonglei,BorSouth,Baidit,6,50,1,1
31.54125,6.5138,145,BO-0423,Thon_tokBorSouth,Thon_tok,Thon-Tok,Jonglei,BorSouth,Baidit,6,40,1,1
31.54041,6.50511,146,BO-0425,AkhaiBorSouth,Akhai,Akhai,Jonglei,BorSouth,Baidit,6,30,1,1
31.53963,6.49359,147,BO-0426,GengkaBorSouth,Gengka,Gengka,Jonglei,BorSouth,Baidit,6,30,1,1
31.53448,6.54168,148,BO-0427,DungagalBorSouth,Dungagal,Dungagal,Jonglei,BorSouth,Jalle,6,20,1,1
31.53635,6.53863,149,BO-0428,AchoolBorSouth,Achool,Achool,Jonglei,BorSouth,Jalle,6,80,1,1
31.53844,6.54307,150,BO-0429,MaluakBorSouth,Maluak,Maluak,Jonglei,BorSouth,Jalle,6,50,1,1
31.53581,6.55075,151,BO-0430,BamonBorSouth,Bamon,Bamon,Jonglei,BorSouth,Jalle,6,30,1,1
31.53322,6.55512,152,BO-0431,YarthiongBorSouth,Yarthiong,Yarthiong,Jonglei,BorSouth,Jalle,6,30,1,1
31.54268,6.55686,153,BO-0432,ChueiBorSouth,Chuei,Chuei,Jonglei,BorSouth,Jalle,6,30,1,1
31.53698,6.55741,154,BO-0433,MolpinyBorSouth,Molpiny,Molpiny,Jonglei,BorSouth,Jalle,6,30,1,1
31.53144,6.55857,155,BO-0434,GolBorSouth,Gol,Gol,Jonglei,BorSouth,Jalle,6,30,1,1
31.5387,6.56091,156,BO-0435,LangBorSouth,Lang,Lang,Jonglei,BorSouth,Jalle,6,30,1,1
31.54234,6.56371,157,BO-0436,AdetbeerBorSouth,Adetbeer,Adetbeer,Jonglei,BorSouth,Jalle,6,30,1,1
31.53653,6.56652,158,BO-0437,AkhoiriarBorSouth,Akhoiriar,Akhoiriar,Jonglei,BorSouth,Jalle,6,50,1,1
31.52845,6.57026,159,BO-0438,AyenajakBorSouth,Ayenajak,Ayenajak,Jonglei,BorSouth,Jalle,6,30,1,1
31.52635,6.5748,160,BO-0439,MothnhomBorSouth,Mothnhom,Mothnhom,Jonglei,BorSouth,Jalle,6,30,1,1
31.50416,6.58327,161,BO-0440,KuoltualBorSouth,Kuoltual,Kuoltual,Jonglei,BorSouth,Jalle,6,30,1,1
31.50918,6.59281,162,BO-0441,MacharBorSouth,Machar,Machar,Jonglei,BorSouth,Jalle,6,30,1,1
31.52309,6.59203,163,BO-0442,YithnhomBorSouth,Yithnhom,Yithnhom,Jonglei,BorSouth,Jalle,6,30,1,1
31.51944,6.5985,164,BO-0444,AkuoiadootBorSouth,Akuoiadoot,Akuoiadoot,Jonglei,BorSouth,Jalle,6,30,1,1
31.51483,6.61244,165,BO-0447,AgarotBorSouth,Agarot,Agarot,Jonglei,BorSouth,Jalle,6,30,1,1
31.51615,6.61792,166,BO-0449,DukBorSouth,Duk,Duk,Jonglei,BorSouth,Jalle,6,30,1,1
31.49861,6.65568,167,BN-0119,AgouBorSouth,Agou,Agou,Jonglei,BorSouth,Jalle,6,30,1,1
31.47985,6.67064,168,BN-0121,NoktuorBorSouth,Noktuor,Noktuor,Jonglei,BorSouth,Jalle,6,30,1,1
31.47263,6.69776,169,BN-0124,AjokagangBorSouth,Ajokagang,Ajokagang,Jonglei,BorSouth,Jalle,6,30,1,1
31.46823,6.70134,170,BN-0125,JeliuBorSouth,Jeliu,Jeliu,Jonglei,BorSouth,Jalle,6,30,1,1
31.46258,6.70644,171,BN-0126,BonychokBorSouth,Bonychok,Bonychok,Jonglei,BorSouth,Jalle,6,30,1,1
31.45934,6.70912,172,BN-0127,WaichokBorSouth,Waichok,Waichok,Jonglei,BorSouth,Jalle,6,30,1,1
31.45467,6.71692,173,BN-0128,AkhoorBorSouth,Akhoor,Akhoor,Jonglei,BorSouth,Jalle,6,30,1,1
31.45012,6.72898,174,BN-0129,MariarBorSouth,Mariar,Mariar,Jonglei,BorSouth,Jalle,6,30,1,1
31.44901,6.73608,175,BN-0130,PapeerBorSouth,Papeer,Papeer,Jonglei,BorSouth,Jalle,6,30,1,1
31.41601,6.76148,176,BN-0131,AyiikditBorSouth,Ayiikdit,Ayiikdit,Jonglei,BorSouth,Jalle,6,10,0,1
31.65079,6.37298,177,BO-0451,ChueidongBorSouth,Chueidong,Chueidong,Jonglei,BorSouth,Baidit,6,60,1,1
31.59364,6.3744,178,BO-0452,GulpaBorSouth,Gulpa,Gulpa,Jonglei,BorSouth,Baidit,6,20,1,1
31.59253,6.37573,179,BO-0453,MandeerBorSouth,Mandeer,Mandeer,Jonglei,BorSouth,Baidit,6,30,1,1
31.60797,6.35444,180,BO-0454,Char_AkauBorSouth,Char_Akau,CharAkau,Jonglei,BorSouth,Baidit,6,30,1,1
31.60275,6.363,181,BO-0455,PakuaiBorSouth,Pakuai,Pakuai,Jonglei,BorSouth,Baidit,6,50,1,1
31.61868,6.33243,182,BO-0456,Achiul_borBorSouth,Achiul_bor,Achiul-Bor,Jonglei,BorSouth,Makuach,6,50,1,1
31.65506,6.31991,183,BO-0457,MachotBorSouth,Machot,Machot,Jonglei,BorSouth,Makuach,6,20,1,1
31.65,6.33,184,BO-0458,DebtongBorSouth,Debtong,Debtong,Jonglei,BorSouth,Makuach,6,30,1,1
31.65541,6.33499,185,BO-0459,Ajah_diingBorSouth,Ajah_diing,Ajah-Diing,Jonglei,BorSouth,Makuach,6,30,1,1
31.67207,6.31429,186,BO-0460,GamyiicBorSouth,Gamyiic,Gamyiic,Jonglei,BorSouth,Makuach,6,20,1,1
31.66887,6.29442,187,BO-0461,Wer_wuakBorSouth,Wer_wuak,Wer-Wuak,Jonglei,BorSouth,Makuach,6,30,1,1
31.67917,6.29194,188,BO-0463,KapaatBorSouth,Kapaat,Kapaat,Jonglei,BorSouth,Makuach,6,50,1,1
31.6763,6.28846,189,BO-0464,AkuachditBorSouth,Akuachdit,Akuachdit,Jonglei,BorSouth,Makuach,6,20,1,1
31.66847,6.28732,190,BO-0465,Wer_aguonBorSouth,Wer_aguon,Wer-Aguon,Jonglei,BorSouth,Makuach,6,30,1,1
31.68561,6.28274,191,BO-0467,WunlietBorSouth,Wunliet,Wunliet,Jonglei,BorSouth,Makuach,6,20,1,1
31.67616,6.27451,192,BO-0468,Wut_lietBorSouth,Wut_liet,Wut-Liet,Jonglei,BorSouth,Makuach,6,30,1,1
31.67851,6.26853,193,BO-0469,WaraditBorSouth,Waradit,Waradit,Jonglei,BorSouth,Makuach,6,40,1,1
31.68913,6.26957,194,BO-0471,AkokBorSouth,Akok,Akok,Jonglei,BorSouth,Makuach,6,20,1,1
31.69857,6.26615,195,BO-0472,ChoorBorSouth,Choor,Choor,Jonglei,BorSouth,Makuach,6,20,1,1
31.70234,6.26371,196,BO-0473,PenBorSouth,Pen,Pen,Jonglei,BorSouth,Makuach,6,20,1,1
31.68347,6.25863,197,BO-0474,Akuol_angothBorSouth,Akuol_angoth,Akuol-Angoth,Jonglei,BorSouth,Makuach,6,50,1,1
31.70171,6.25828,198,BO-0475,WerchierBorSouth,Werchier,Werchier,Jonglei,BorSouth,Makuach,6,50,1,1
31.69768,6.24868,199,BO-0476,LanggutBorSouth,Langgut,Langgut,Jonglei,BorSouth,Makuach,6,30,1,1
31.69308,6.24682,200,BO-0478,MabiorpenBorSouth,Mabiorpen,Mabiorpen,Jonglei,BorSouth,Makuach,6,20,1,1
31.70509,6.22287,201,BO-0480,AkoloBorSouth,Akolo,Akolo,Jonglei,BorSouth,Anyidi,6,20,1,1
31.72416,6.25758,202,BO-0482,PalagorBorSouth,Palagor,Palagor,Jonglei,BorSouth,Makuach,6,30,1,1
31.71662,6.25953,203,BO-0483,ThongwuorBorSouth,Thongwuor,Thongwuor,Jonglei,BorSouth,Makuach,6,30,1,1
31.73008,6.24833,204,BO-0484,Chuei_lonyBorSouth,Chuei_lony,Chuei-Lony,Jonglei,BorSouth,Makuach,6,30,1,1
31.73013,6.2394,205,BO-0485,AgualoBorSouth,Agualo,Agualo,Jonglei,BorSouth,Makuach,6,20,1,1
31.73615,6.2394,206,BO-0486,MajakoleiBorSouth,Majakolei,Majakolei,Jonglei,BorSouth,Makuach,6,20,1,1
31.71958,6.20317,207,BO-0488,Leek_rietnBorSouth,Leek_rietn,Leek-Rietn,Jonglei,BorSouth,Anyidi,6,30,1,1
31.71417,6.20139,208,BO-0490,MalualchatBorSouth,Malualchat,Malualchat,Jonglei,BorSouth,Anyidi,6,20,1,1
31.72775,6.19819,209,BO-0491,MadolBorSouth,Madol,Madol,Jonglei,BorSouth,Anyidi,6,30,1,1
31.7189,6.18767,210,BO-0492,KotwengBorSouth,Kotweng,Kotweng,Jonglei,BorSouth,Anyidi,6,20,1,1
31.72811,6.18897,211,BO-0493,Wungok_ABorSouth,Wungok_A,WungokA,Jonglei,BorSouth,Anyidi,6,20,1,1
