X,Y,INDEX,P_CODE,NAMECOUNTY,NAMEJOIN,NAME,STATEJOIN,COUNTYJOIN,PAYAM,FUNC_CLASS,CONF_SCORE,SRC_VERIFD,IMG_VERIFD
28.81063,8.59485,1204,BD-0138,MangerTonjNorth,Manger,Manger,Warrap,TonjNorth,Alabek,6,20,1,1
28.89,8.61,1205,BD-0140,PaleipinTonjNorth,Paleipin,Paleipin,Warrap,TonjNorth,Alabek,6,30,1,1
28.71998,8.62033,1206,BD-0142,AwoTonjNorth,Awo,Awo,Warrap,TonjNorth,Alabek,6,50,1,1
29.3,8.63333,1207,BD-0144,Buhayrat_Abu_ShanabTonjNorth,Buhayrat_Abu_Shanab,BuhayratAbuShanab,Warrap,TonjNorth,Akop,6,30,1,0
28.81014,8.63375,1208,BD-0145,AshweirTonjNorth,Ashweir,Ashweir,Warrap,TonjNorth,Alabek,6,50,1,1
28.80921,8.63514,1209,BD-0146,Achier_ChokTonjNorth,Achier_Chok,Achier-Chok,Warrap,TonjNorth,Alabek,5,40,1,0
28.86182,8.64,1210,BD-0147,MajakTonjNorth,Majak,Majak,Warrap,TonjNorth,Alabek,6,30,1,1
29.11858,8.6417,1211,BD-0148,DinkaTonjNorth,Dinka,Dinka,Warrap,TonjNorth,Alabek,6,20,1,0
29.3,8.65,1212,BD-0149,Nahr_Aj_JurTonjNorth,Nahr_Aj_Jur,NahrAjJur,Warrap,TonjNorth,Akop,6,30,1,0
28.74571,8.65706,1213,BD-0150,AcierchokTonjNorth,Acierchok,Acierchok,Warrap,TonjNorth,Alabek,6,40,1,0
28.73967,8.68417,1214,BD-0153,MangokTonjNorth,Mangok,Mangok,Warrap,TonjNorth,Alabek,6,30,1,0
29.09833,8.782,1215,BD-0164,TieralietTonjNorth,Tieraliet,Tieraliet,Warrap,TonjNorth,Alabek,6,30,1,0
29.17594,8.88625,1216,BD-0180,MadulMayom,Madul,Madul,Unity,Mayom,Wangbuor I,6,30,1,0
29.16885,8.89988,1217,BD-0183,GairangMayom,Gairang,Gairang,Unity,Mayom,Wangbuor I,6,30,1,0
27.56555,8.42608,1218,BC-0026,WacabakAweilSouth,Wacabak,Wacabak,NorthernBahrelGhazal,AweilSouth,Nyocawany II,6,10,0,1
27.53387,8.46613,1219,BC-0037,AlokditAweilSouth,Alokdit,Alokdit,NorthernBahrelGhazal,AweilSouth,Nyocawany II,6,30,1,1
27.6596,8.4986,1220,BC-0045,WarlacAweilSouth,Warlac,Warlac,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.66197,8.51006,1221,BC-0046,ManyielAweilSouth,Manyiel,Manyiel,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.55555,8.52353,1222,BC-0049,AkeenmayenAweilSouth,Akeenmayen,Akeenmayen,NorthernBahrelGhazal,AweilSouth,Nyocawany II,6,30,1,1
27.67058,8.54548,1223,BC-0058,BillingAweilSouth,Billing,Billing,NorthernBahrelGhazal,AweilSouth,Gakrol,6,50,1,1
27.57598,8.54703,1224,BC-0060,MalualduetAweilSouth,Malualduet,Malualduet,NorthernBahrelGhazal,AweilSouth,Nyocawany II,6,30,1,1
27.6432,8.55453,1225,BC-0063,MajookAweilSouth,Majook,Majook,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.67958,8.55485,1226,BC-0064,RumaluelAweilSouth,Rumaluel,Rumaluel,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.69307,8.5595,1227,BC-0068,MaguirAweilSouth,Maguir,Maguir,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.6996,8.56595,1228,BC-0069,RumamothAweilSouth,Rumamoth,Rumamoth,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.71392,8.566,1229,BC-0070,AkachAweilSouth,Akach,Akach,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.58332,8.5672,1230,BC-0071,WarayokAweilSouth,Warayok,Warayok,NorthernBahrelGhazal,AweilSouth,Nyocawany II,6,30,1,1
27.71582,8.57281,1231,BC-0073,PandokAweilSouth,Pandok,Pandok,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.72442,8.5739,1232,BC-0076,JarajepAweilSouth,Jarajep,Jarajep,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.69673,8.57498,1233,BC-0077,PariangAweilSouth,Pariang,Pariang,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.58742,8.5802,1234,BC-0079,RiangmawelAweilSouth,Riangmawel,Riangmawel,NorthernBahrelGhazal,AweilSouth,Nyocawany II,6,30,1,1
27.5961,8.58445,1235,BC-0080,Malek_AlelAweilSouth,Malek_Alel,MalekAlel,NorthernBahrelGhazal,AweilSouth,Nyocawany II,3,110,1,1
27.70193,8.5849,1236,BC-0081,GoiAweilSouth,Goi,Goi,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.55998,8.58665,1237,BC-0082,DolnoonAweilSouth,Dolnoon,Dolnoon,NorthernBahrelGhazal,AweilSouth,Nyocawany II,6,30,1,1
27.72005,8.58855,1238,BC-0083,MatualAweilSouth,Matual,Matual,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.76458,8.58856,1239,BC-0084,PankuotAweilSouth,Pankuot,Pankuot,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.69017,8.58918,1240,BC-0085,MakerAweilSouth,Maker,Maker,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.74205,8.59158,1241,BC-0086,PanpiokAweilSouth,Panpiok,Panpiok,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.58433,8.59225,1242,BC-0088,NyiocawanyAweilSouth,Nyiocawany,Nyiocawany,NorthernBahrelGhazal,AweilSouth,Nyocawany II,6,30,1,1
27.64705,8.59543,1243,BC-0089,KoouAweilSouth,Koou,Koou,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.64307,8.5966,1244,BC-0091,KiemAweilSouth,Kiem,Kiem,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.59977,8.59853,1245,BC-0092,NyiocdenyAweilSouth,Nyiocdeny,Nyiocdeny,NorthernBahrelGhazal,AweilSouth,Nyocawany II,6,30,1,1
27.55878,8.59956,1246,BC-0093,HongwekditAweilSouth,Hongwekdit,Hongwekdit,NorthernBahrelGhazal,AweilSouth,Nyocawany II,6,30,1,1
27.78313,8.60083,1247,BC-0094,AkaloochAweilSouth,Akalooch,Akalooch,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.65298,8.60181,1248,BC-0095,AlelkootAweilSouth,Alelkoot,Alelkoot,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.71293,8.60256,1249,BC-0096,LingirAweilSouth,Lingir,Lingir,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.79157,8.60323,1250,BC-0097,MuoragokAweilSouth,Muoragok,Muoragok,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.5733,8.60401,1251,BC-0098,Pan___NgapAweilSouth,Pan___Ngap,Pan-Ngap,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.73227,8.60436,1252,BC-0099,ThurkotAweilSouth,Thurkot,Thurkot,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.56408,8.60481,1253,BC-0101,Pan___AkonAweilSouth,Pan___Akon,Pan-Akon,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.7752,8.60691,1254,BC-0102,MayomachuilAweilSouth,Mayomachuil,Mayomachuil,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.64107,8.60797,1255,BC-0104,WunthurAweilSouth,Wunthur,Wunthur,NorthernBahrelGhazal,AweilSouth,Gakrol,6,10,0,1
27.88005,8.60806,1256,BC-0105,AnyienyAweilSouth,Anyieny,Anyieny,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.58475,8.6087,1257,BC-0106,AchiengamerAweilSouth,Achiengamer,Achiengamer,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.64933,8.60921,1258,BC-0108,RiethnyinAweilSouth,Riethnyin,Riethnyin,NorthernBahrelGhazal,AweilSouth,Gakrol,6,10,0,0
27.59441,8.60959,1259,BC-0110,DagaiAweilSouth,Dagai,Dagai,NorthernBahrelGhazal,AweilSouth,Nyocawany II,6,10,0,1
27.56742,8.61045,1260,BC-0111,Por___GierAweilSouth,Por___Gier,Por-Gier,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.53483,8.61136,1261,BC-0113,War___AjakAweilSouth,War___Ajak,War-Ajak,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.85745,8.61431,1262,BC-0114,MadholAweilSouth,Madhol,Madhol,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.65028,8.61728,1263,BC-0118,LolkouAweilSouth,Lolkou,Lolkou,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.74497,8.62313,1264,BC-0125,WunadhotAweilSouth,Wunadhot,Wunadhot,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.66985,8.62483,1265,BC-0126,MiyonAweilSouth,Miyon,Miyon,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.66985,8.62483,1266,BC-0127,MajakAweilSouth,Majak,Majak,NorthernBahrelGhazal,AweilSouth,Gakrol,6,50,1,1
27.48585,8.62513,1267,BC-0128,Pan__NgapAweilSouth,Pan__Ngap,Pan-Ngap,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.82295,8.62786,1268,BC-0129,ManyangAweilSouth,Manyang,Manyang,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.83911,8.62692,1269,BC-0130,AdeenyAweilSouth,Adeeny,Adeeny,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.80938,8.62855,1270,BC-0131,TarwengAweilSouth,Tarweng,Tarweng,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.59082,8.6296,1271,BC-0132,RupAweilSouth,Rup,Rup,NorthernBahrelGhazal,AweilSouth,Nyocawany II,6,10,0,1
27.64488,8.63002,1272,BC-0133,Mabior_NgapAweilSouth,Mabior_Ngap,MabiorNgap,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,10,0,1
27.83753,8.63146,1273,BC-0135,MalekAweilSouth,Malek,Malek,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.69347,8.63321,1274,BC-0138,MunAweilSouth,Mun,Mun,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.68758,8.63526,1275,BC-0139,ThiekamethAweilSouth,Thiekameth,Thiekameth,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.8672,8.63578,1276,BC-0141,AguatAweilSouth,Aguat,Aguat,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.67418,8.63865,1277,BC-0145,WunlietAweilSouth,Wunliet,Wunliet,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.71183,8.64178,1278,BC-0147,AkuocAweilSouth,Akuoc,Akuoc,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.685,8.64221,1279,BC-0148,LeekAweilSouth,Leek,Leek,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.66053,8.64323,1280,BC-0150,DuelAweilSouth,Duel,Duel,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.5845,8.64405,1281,BC-0151,AguekAweilSouth,Aguek,Aguek,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,0
27.4661,8.64501,1282,BC-0152,Majok_PotAweilSouth,Majok_Pot,MajokPot,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.66637,8.64608,1283,BC-0154,GakrolAweilSouth,Gakrol,Gakrol,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.90603,8.6467,1284,BC-0155,YoyoAweilSouth,Yoyo,Yoyo,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.86698,8.6472,1285,BC-0156,MariikAweilSouth,Mariik,Mariik,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.81877,8.64833,1286,BC-0157,Makuei_AlelAweilSouth,Makuei_Alel,MakueiAlel,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,60,1,1
27.67813,8.64996,1287,BC-0158,ChumkueiAweilSouth,Chumkuei,Chumkuei,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.6869,8.65001,1288,BC-0159,WarchueiAweilSouth,Warchuei,Warchuei,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.66108,8.65051,1289,BC-0160,MadinghocAweilSouth,Madinghoc,Madinghoc,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.88703,8.6517,1290,BC-0161,WardengAweilSouth,Wardeng,Wardeng,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.70608,8.65325,1291,BC-0162,MaguugAweilSouth,Maguug,Maguug,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.71942,8.65473,1292,BC-0163,RumabyeiAweilSouth,Rumabyei,Rumabyei,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.6347,8.65475,1293,BC-0164,KuburAweilSouth,Kubur,Kubur,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,0
27.7334,8.65623,1294,BC-0165,RumamethAweilSouth,Rumameth,Rumameth,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.6724,8.6568,1295,BC-0166,AwuwinAweilSouth,Awuwin,Awuwin,NorthernBahrelGhazal,AweilSouth,Gakrol,6,30,1,1
27.83257,8.65681,1296,BC-0167,WartiitAweilSouth,Wartiit,Wartiit,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.70977,8.65968,1297,BC-0168,AcinmachAweilSouth,Acinmach,Acinmach,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.7166,8.66111,1298,BC-0170,Malek_BuolAweilSouth,Malek_Buol,MalekBuol,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.68777,8.66253,1299,BC-0171,Mawier_AyenAweilSouth,Mawier_Ayen,MawierAyen,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.8198,8.66286,1300,BC-0172,RumachuulAweilSouth,Rumachuul,Rumachuul,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.83695,8.6656,1301,BC-0173,MayenAweilSouth,Mayen,Mayen,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.68988,8.66698,1302,BC-0175,MawierAweilSouth,Mawier,Mawier,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.6997,8.66996,1303,BC-0176,Lang_MawierAweilSouth,Lang_Mawier,LangMawier,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.6014,8.67088,1304,BC-0177,Majak_MuocditAweilSouth,Majak_Muocdit,MajakMuocdit,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.66968,8.67115,1305,BC-0178,WunchumAweilSouth,Wunchum,Wunchum,NorthernBahrelGhazal,AweilSouth,Gakrol,6,70,1,1
27.6928,8.67121,1306,BC-0179,Mawier_WartiokAweilSouth,Mawier_Wartiok,MawierWartiok,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.65142,8.67213,1307,BC-0180,Mabior_AkonAweilSouth,Mabior_Akon,MabiorAkon,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.71042,8.67258,1308,BC-0181,WunchueiAweilSouth,Wunchuei,Wunchuei,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.43518,8.67287,1309,BC-0182,Pan_adhotAweilSouth,Pan_adhot,Pan-Adhot,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,10,0,1
27.89908,8.67341,1310,BC-0183,BuokbetAweilSouth,Buokbet,Buokbet,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,60,1,1
27.64314,8.6744,1311,BC-0184,Malith_ChanAweilSouth,Malith_Chan,MalithChan,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.44419,8.676,1312,BC-0185,Majok_ChumAweilSouth,Majok_Chum,MajokChum,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,10,0,0
27.65429,8.67621,1313,BC-0186,PannhialAweilSouth,Pannhial,Pannhial,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,10,0,1
27.77388,8.67781,1314,BC-0187,Majok_AmalAweilSouth,Majok_Amal,MajokAmal,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.47531,8.67797,1315,BC-0188,War_apacAweilSouth,War_apac,War-Apac,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,10,0,1
27.67312,8.68035,1316,BC-0189,MaluilAweilSouth,Maluil,Maluil,NorthernBahrelGhazal,AweilSouth,Tar-weng,6,30,1,1
27.64446,8.68195,1317,BC-0191,GarAweilSouth,Gar,Gar,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,10,0,1
27.7802,8.68192,1318,BC-0192,PethAweilSouth,Peth,Peth,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.74332,8.68378,1319,BC-0193,Magak_WolAweilSouth,Magak_Wol,MagakWol,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.65683,8.68658,1320,BC-0195,Thur___AgothbiithAweilSouth,Thur___Agothbiith,Thur-Agothbiith,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,10,0,1
27.73878,8.68846,1321,BC-0198,HoorAweilSouth,Hoor,Hoor,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.7594,8.68851,1322,BC-0199,Tit_MajokAweilSouth,Tit_Majok,TitMajok,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.66592,8.68861,1323,BC-0200,Achien_NhomAweilSouth,Achien_Nhom,AchienNhom,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.73015,8.68925,1324,BC-0201,KoticAweilSouth,Kotic,Kotic,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.69945,8.68933,1325,BC-0203,GookAweilSouth,Gook,Gook,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.70877,8.69083,1326,BC-0205,Mayom_AjiwakAweilSouth,Mayom_Ajiwak,MayomAjiwak,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.71518,8.69161,1327,BC-0206,NgauAweilSouth,Ngau,Ngau,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.67024,8.6928,1328,BC-0208,Matem_AchierAweilSouth,Matem_Achier,MatemAchier,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,10,0,1
27.69716,8.69282,1329,BC-0209,Lol_AngethAweilSouth,Lol_Angeth,LolAngeth,NorthernBahrelGhazal,AweilSouth,Panthou,6,10,0,1
27.6823,8.69373,1330,BC-0210,Wun___KiirAweilSouth,Wun___Kiir,Wun-Kiir,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.71235,8.694,1331,BC-0211,DongAweilSouth,Dong,Dong,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.6578,8.69406,1332,BC-0212,Muong___AtiikAweilSouth,Muong___Atiik,Muong-Atiik,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.67295,8.6949,1333,BC-0214,WatmuokAweilSouth,Watmuok,Watmuok,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,70,1,1
27.6302,8.69548,1334,BC-0215,MuocditAweilSouth,Muocdit,Muocdit,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.71822,8.6961,1335,BC-0216,Riang_AkerAweilSouth,Riang_Aker,RiangAker,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.68104,8.69647,1336,BC-0217,Majok_AbieiAweilSouth,Majok_Abiei,MajokAbiei,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,10,0,1
27.71435,8.7002,1337,BC-0220,Majak_GauAweilSouth,Majak_Gau,Majak-Goi,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.63338,8.7025,1338,BC-0221,AngotAweilSouth,Angot,Angot,NorthernBahrelGhazal,AweilSouth,Nyocawany I,6,30,1,1
27.6474,8.70303,1339,BC-0222,AnyuonAweilSouth,Anyuon,Anyuon,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,30,1,1
27.73245,8.70478,1340,BC-0226,AgolAweilSouth,Agol,Agol,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.86758,8.70539,1341,BC-0227,JagaiAweilSouth,Jagai,Jagai,NorthernBahrelGhazal,AweilSouth,Panthou,5,40,1,1
27.7228,8.70545,1342,BC-0228,AriechAweilSouth,Ariech,Ariech,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.65768,8.70582,1343,BC-0229,AgokAweilSouth,Agok,Agok,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,10,0,1
27.785,8.70605,1344,BC-0230,Kot_KouAweilSouth,Kot_Kou,KotKou,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.71493,8.70645,1345,BC-0233,Lol_KouAweilSouth,Lol_Kou,LolKou,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.74122,8.70691,1346,BC-0234,Rum_atuekAweilSouth,Rum_atuek,Rum-Atuek,NorthernBahrelGhazal,AweilSouth,Panthou,6,80,1,1
27.77313,8.70743,1347,BC-0236,Rum_AwechAweilSouth,Rum_Awech,RumAwech,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.75453,8.70861,1348,BC-0237,PanthonyAweilSouth,Panthony,Panthony,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.74948,8.7115,1349,BC-0239,PanthouAweilSouth,Panthou,Panthou,NorthernBahrelGhazal,AweilSouth,Panthou,5,60,1,1
27.65584,8.71155,1350,BC-0240,MathilAweilSouth,Mathil,Mathil,NorthernBahrelGhazal,AweilSouth,Wathmuok,6,10,0,1
27.8392,8.71108,1351,BC-0241,Lang_AgotAweilSouth,Lang_Agot,LangAgot,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.86242,8.71208,1352,BC-0242,AluethAweilSouth,Alueth,Alueth,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.7909,8.71537,1353,BC-0245,Yith_MajokAweilSouth,Yith_Majok,YithMajok,NorthernBahrelGhazal,AweilSouth,Panthou,6,10,0,1
27.64772,8.71549,1354,BC-0246,AyuonAweilSouth,Ayuon,Ayuon,NorthernBahrelGhazal,AweilSouth,Nyocawany I,6,10,0,1
27.60702,8.71641,1355,BC-0249,WarthouAweilSouth,Warthou,Warthou,NorthernBahrelGhazal,AweilSouth,Nyocawany I,6,30,1,1
27.6351,8.71648,1356,BC-0250,Mayom_LacAweilSouth,Mayom_Lac,MayomLac,NorthernBahrelGhazal,AweilSouth,Nyocawany I,6,30,1,1
27.88642,8.71681,1357,BC-0251,Bul_amomAweilSouth,Bul_amom,Bul-Amom,NorthernBahrelGhazal,AweilSouth,Tiar-aleit,6,30,1,1
27.76695,8.717,1358,BC-0252,AjakAweilSouth,Ajak,Ajak,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.7574,8.71705,1359,BC-0253,AkocicAweilSouth,Akocic,Akocic,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.65843,8.721,1360,BC-0254,AkuakAweilSouth,Akuak,Akuak,NorthernBahrelGhazal,AweilSouth,Nyocawany I,6,30,1,1
27.65258,8.72121,1361,BC-0255,RolngapAweilSouth,Rolngap,Rolngap,NorthernBahrelGhazal,AweilSouth,Nyocawany I,6,30,1,1
27.79428,8.7237,1362,BC-0257,Pan_DengAweilSouth,Pan_Deng,PanDeng,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.63213,8.72491,1363,BC-0258,KootyicAweilSouth,Kootyic,Kootyic,NorthernBahrelGhazal,AweilSouth,Nyocawany I,6,30,1,1
27.76508,8.7279,1364,BC-0260,Maker_AchiecAweilSouth,Maker_Achiec,MakerAchiec,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.79138,8.72835,1365,BC-0261,Mading_ChanAweilSouth,Mading_Chan,MadingChan,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.90258,8.73121,1366,BC-0262,MabokAweilSouth,Mabok,Mabok,NorthernBahrelGhazal,AweilSouth,Tiar-aleit,6,30,1,1
27.64393,8.73496,1367,BC-0266,DiericAweilSouth,Dieric,Dieric,NorthernBahrelGhazal,AweilSouth,Nyocawany I,6,30,1,1
27.8061,8.73535,1368,BC-0267,Mier_NgolAweilSouth,Mier_Ngol,MierNgol,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.65527,8.73763,1369,BC-0268,MarolAweilSouth,Marol,Marol,NorthernBahrelGhazal,AweilSouth,Ayai,6,30,1,1
27.82123,8.73805,1370,BC-0269,Riang_AmuongAweilSouth,Riang_Amuong,RiangAmuong,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.66145,8.7385,1371,BC-0270,RolthokAweilSouth,Rolthok,Rolthok,NorthernBahrelGhazal,AweilSouth,Ayai,6,30,1,1
27.60853,8.73923,1372,BC-0271,PanthoiAweilSouth,Panthoi,Panthoi,NorthernBahrelGhazal,AweilSouth,Nyocawany I,6,30,1,1
27.88517,8.73943,1373,BC-0274,War_ngapAweilSouth,War_ngap,War-Ngap,NorthernBahrelGhazal,AweilSouth,Tiar-aleit,6,30,1,1
27.81382,8.74045,1374,BC-0276,Pan_LaacAweilSouth,Pan_Laac,PanLaac,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.62072,8.74243,1375,BC-0280,AkochAweilSouth,Akoch,Akoch,NorthernBahrelGhazal,AweilSouth,Nyocawany I,6,30,1,1
27.59025,8.7427,1376,BC-0281,Marol_LualAweilSouth,Marol_Lual,MarolLual,NorthernBahrelGhazal,AweilSouth,Nyocawany I,6,30,1,1
27.83245,8.743,1377,BC-0282,Lieth_NhomAweilSouth,Lieth_Nhom,LiethNhom,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
27.78603,8.74373,1378,BC-0285,Miir_NgolAweilSouth,Miir_Ngol,MiirNgol,NorthernBahrelGhazal,AweilSouth,Nyieth,6,10,0,1
27.65238,8.74481,1379,BC-0287,Machar_kouAweilSouth,Machar_kou,Machar-Kou,NorthernBahrelGhazal,AweilSouth,Ayai,6,30,1,1
27.77115,8.7458,1380,BC-0289,Maper_Akuel_LiecAweilSouth,Maper_Akuel_Liec,MaperAkuelLiec,NorthernBahrelGhazal,AweilSouth,Nyieth,6,30,1,1
27.81832,8.74646,1381,BC-0290,Mangar_GierAweilSouth,Mangar_Gier,MangarGier,NorthernBahrelGhazal,AweilSouth,Panthou,6,70,1,1
27.66015,8.74815,1382,BC-0293,MangarAweilSouth,Mangar,Mangar,NorthernBahrelGhazal,AweilSouth,Ayai,6,30,1,1
27.82923,8.75083,1383,BC-0297,Wun_ButAweilSouth,Wun_But,WunBut,NorthernBahrelGhazal,AweilSouth,Panthou,6,30,1,1
